Rank,Standard Score,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White
71,63.6,Windsor High,https://www.sd.com/go/VA/schools/0201000877/school.aspx,Isle Of Wight County Public Schools,https://www.sd.com/go/VA/district/02010/search.aspx,24 Church Street,Windsor,https://www.sd.com/go/VA/city/Windsor/search.aspx,23487,Isle of Wight County,(757) 242-6172,9,12,No,No,No,No,522,36.4,14.3,0.26,0.19,0.01,0.02,0.04,0,0.03,0.71
72,63.5,Ft Defiance High,https://www.sd.com/go/VA/schools/0030000124/school.aspx,Augusta County Public Schools,https://www.sd.com/go/VA/district/00300/search.aspx,195 Fort Defiance Rd,Fort Defiance,https://www.sd.com/go/VA/city/Fort+Defiance/search.aspx,24437,Augusta County,(540) 245-5050,9,12,No,No,No,No,788,58.5,13.4,0.31,0.02,0,0.01,0.08,0,0.02,0.88
73,63.4,Princess Anne High,https://www.sd.com/go/VA/schools/0384000412/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,4400 Virginia Beach Blvd,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23462,Virginia Beach city,(757) 648-5600,9,12,No,No,No,No,1779,125.8,14.1,0.26,0.17,0,0.08,0.08,0.01,0.08,0.58
74,63.4,Yorktown High,https://www.sd.com/go/VA/schools/0027000115/school.aspx,Arlington County Public Schools,https://www.sd.com/go/VA/district/00270/search.aspx,5200 Yorktown Blvd,Arlington,https://www.sd.com/go/VA/city/Arlington/search.aspx,22207,Arlington County,(703) 228-5400,9,12,No,No,No,No,2308,134.6,17.1,0.11,0.05,0,0.08,0.15,0,0.07,0.66
75,63.4,Loudoun County High,https://www.sd.com/go/VA/schools/0225000923/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,415 Dry Mill Rd SW,Leesburg,https://www.sd.com/go/VA/city/Leesburg/search.aspx,20175,Loudoun County,(571) 252-2000,9,12,No,No,No,No,1469,133.5,11,0.18,0.04,0,0.07,0.2,0,0.04,0.63
76,63.3,Wilson Memorial High,https://www.sd.com/go/VA/schools/0030000138/school.aspx,Augusta County Public Schools,https://www.sd.com/go/VA/district/00300/search.aspx,189 Hornet Rd,Fishersville,https://www.sd.com/go/VA/city/Fishersville/search.aspx,22939,Augusta County,(540) 886-4286,9,12,No,No,No,No,785,55.3,14.1,0.35,0.05,0,0.01,0.06,0,0.03,0.84
77,63.1,First Colonial High,https://www.sd.com/go/VA/schools/0384001684/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,1272 Mill Dam Rd,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23454,Virginia Beach city,(757) 648-5300,9,12,No,No,Yes,No,1878,110.3,17,0.29,0.17,0,0.02,0.11,0,0.09,0.62
78,63,Oakton High,https://www.sd.com/go/VA/schools/0126000550/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,2900 Sutton Rd,Vienna,https://www.sd.com/go/VA/city/Vienna/search.aspx,22181,Fairfax County,(703) 319-2700,9,12,No,No,No,No,2749,159,17.2,0.12,0.05,0,0.31,0.11,0,0.06,0.47
79,62.9,Gloucester High,https://www.sd.com/go/VA/schools/0162000680/school.aspx,Gloucester County Public Schools,https://www.sd.com/go/VA/district/01620/search.aspx,6680 Short Lane,Gloucester,https://www.sd.com/go/VA/city/Gloucester/search.aspx,23061,Gloucester County,(804) 693-2526,9,12,No,No,No,No,1773,107.5,16.4,0.33,0.07,0,0.01,0.05,0,0.05,0.82
80,62.7,Chincoteague High,https://www.sd.com/go/VA/schools/0006000007/school.aspx,Accomack County Public Schools,https://www.sd.com/go/VA/district/00060/search.aspx,4586 Main St,Chincoteague,https://www.sd.com/go/VA/city/Chincoteague/search.aspx,23336,Accomack County,(757) 336-6166,6,12,No,No,No,No,293,24.3,12,0.4,0.14,0,0,0.04,0,0,0.8
81,62.6,John Champe High School,https://www.sd.com/go/VA/schools/0225002865/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,41535 Sacred Mountain Street,Aldie,https://www.sd.com/go/VA/city/Aldie/search.aspx,20105,Loudoun County,(703) 722-2680,10,12,No,No,No,No,1653,122.2,13.5,0.11,0.1,0,0.33,0.09,0,0.06,0.42
82,62.5,Eastside High,https://www.sd.com/go/VA/schools/0408001786/school.aspx,Wise County Public Schools,https://www.sd.com/go/VA/district/04080/search.aspx,314 School House Hill Dr,Coeburn,https://www.sd.com/go/VA/city/Coeburn/search.aspx,24230,Wise County,(276) 395-3389,9,12,No,No,No,No,418,27.5,15.1,0.48,0.02,0,0.01,0.01,0,0.01,0.96
83,62.4,Union High,https://www.sd.com/go/VA/schools/0408001792/school.aspx,Wise County Public Schools,https://www.sd.com/go/VA/district/04080/search.aspx,322 Powell Valley Road,Big Stone Gap,https://www.sd.com/go/VA/city/Big+Stone+Gap/search.aspx,24219,Wise County,(276) 523-1290,9,12,No,No,No,No,625,38,16.4,0.84,0.04,0,0,0.01,0,0.01,0.95
84,61.7,Broadway High,https://www.sd.com/go/VA/schools/0339001492/school.aspx,Rockingham County Public Schools,https://www.sd.com/go/VA/district/03390/search.aspx,269 Gobbler Dr,Broadway,https://www.sd.com/go/VA/city/Broadway/search.aspx,22815,Rockingham County,(540) 896-7081,9,12,No,No,No,No,1010,65.4,15.4,0.32,0.01,0,0.01,0.1,0,0.02,0.87
85,61.6,Turner Ashby High,https://www.sd.com/go/VA/schools/0339002164/school.aspx,Rockingham County Public Schools,https://www.sd.com/go/VA/district/03390/search.aspx,800 N Main St,Bridgewater,https://www.sd.com/go/VA/city/Bridgewater/search.aspx,22812,Rockingham County,(540) 828-2008,9,12,No,No,No,No,1001,70.7,14.1,0.3,0.01,0,0.01,0.15,0,0.03,0.79
86,61.5,Murray High,https://www.sd.com/go/VA/schools/0009000030/school.aspx,Albemarle County Public Schools,https://www.sd.com/go/VA/district/00090/search.aspx,1200 Forest Street,Charlottesville,https://www.sd.com/go/VA/city/Charlottesville/search.aspx,22903,Charlottesville city,(434) 296-3090,9,12,No,Yes,No,No,89,12.8,6.9,0.26,0.07,0,0.01,0.06,0,0.05,0.82
87,61.5,Potomac Falls High,https://www.sd.com/go/VA/schools/0225001627/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,46400 Algonkian Pkwy,Potomac Falls,https://www.sd.com/go/VA/city/Potomac+Falls/search.aspx,20165,Loudoun County,(571) 434-3200,9,12,No,No,No,No,1634,140.8,11.5,0.2,0.09,0,0.13,0.22,0,0.05,0.51
88,60.9,Lord Botetourt High,https://www.sd.com/go/VA/schools/0042000172/school.aspx,Botetourt County Public Schools,https://www.sd.com/go/VA/district/00420/search.aspx,1435 Roanoke Rd,Daleville,https://www.sd.com/go/VA/city/Daleville/search.aspx,24083,Botetourt County,(540) 992-1261,9,12,No,No,No,No,1063,69.1,15.3,0.17,0.03,0,0.01,0.04,0,0.04,0.88
89,60.8,Achievable Dream Middle/High,https://www.sd.com/go/VA/schools/0264002344/school.aspx,Newport News City Public Schools,https://www.sd.com/go/VA/district/02640/search.aspx,5720 Marshall Ave.,Newport News,https://www.sd.com/go/VA/city/Newport+News/search.aspx,23605,Newport News city,(757) 283-7820,6,12,No,No,Yes,No,474,31.9,14.8,0.84,0.89,0,0,0.07,0,0.03,0.01
90,60.8,New Kent High,https://www.sd.com/go/VA/schools/0261002156/school.aspx,New Kent County Public Schools,https://www.sd.com/go/VA/district/02610/search.aspx,7365 Egypt Rd,New Kent,https://www.sd.com/go/VA/city/New+Kent/search.aspx,23124,New Kent County,(804) 966-9671,9,12,No,No,No,No,966,64,15,0.2,0.11,0.02,0.01,0.04,0,0.05,0.77
91,60.2,Castlewood High,https://www.sd.com/go/VA/schools/0342001514/school.aspx,Russell County Public Schools,https://www.sd.com/go/VA/district/03420/search.aspx,304 Blue Devil Circle,Castlewood,https://www.sd.com/go/VA/city/Castlewood/search.aspx,24224,Russell County,(276) 762-9449,8,12,No,No,No,No,367,28.2,13,0.64,0.01,0,0,0.01,0,0,0.98
92,59.9,Rural Retreat High,https://www.sd.com/go/VA/schools/0411001805/school.aspx,Wythe County Public Schools,https://www.sd.com/go/VA/district/04110/search.aspx,321 E Buck St,Rural Retreat,https://www.sd.com/go/VA/city/Rural+Retreat/search.aspx,24368,Wythe County,(276) 686-4143,9,12,No,No,No,No,354,23.9,14.7,0.44,0.01,0,0,0.01,0,0.01,0.96
93,59.3,Heritage High,https://www.sd.com/go/VA/schools/0225002285/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,520 Evergreen Mill Rd. SE,Leesburg,https://www.sd.com/go/VA/city/Leesburg/search.aspx,20175,Loudoun County,(571) 252-2800,PK,12,No,No,No,No,1451,143.3,10.1,0.21,0.09,0,0.13,0.18,0,0.06,0.54
94,58.8,Jefferson Forest High,https://www.sd.com/go/VA/schools/0036002175/school.aspx,Bedford County Public Schools,https://www.sd.com/go/VA/district/00360/search.aspx,1 Cavalier Circle,Forest,https://www.sd.com/go/VA/city/Forest/search.aspx,24551,Bedford County,(434) 525-2674,9,12,No,No,No,No,1395,86.2,16.1,0.14,0.06,0,0.04,0.04,0,0.03,0.83
95,58.7,Southampton High,https://www.sd.com/go/VA/schools/0360001582/school.aspx,Southampton County Public Schools,https://www.sd.com/go/VA/district/03600/search.aspx,23350 Southampton Pkwy,Courtland,https://www.sd.com/go/VA/city/Courtland/search.aspx,23837,Southampton County,(757) 653-2751,9,12,No,No,No,No,833,47.3,17.5,0.43,0.42,0,0,0.02,0.01,0.01,0.53
96,58.6,Sherando High,https://www.sd.com/go/VA/schools/0147000524/school.aspx,Frederick County Public Schools,https://www.sd.com/go/VA/district/01470/search.aspx,185 South Warrior Drive,Stephens City,https://www.sd.com/go/VA/city/Stephens+City/search.aspx,22655,Frederick County,(540) 869-0060,9,12,No,No,No,No,1495,118.7,12.5,0.24,0.04,0,0.02,0.14,0,0.05,0.75
97,58.4,Giles High,https://www.sd.com/go/VA/schools/0159000669/school.aspx,Giles County Public Schools,https://www.sd.com/go/VA/district/01590/search.aspx,1825 Wenonah Avenue,Pearisburg,https://www.sd.com/go/VA/city/Pearisburg/search.aspx,24134,Giles County,(540) 921-1711,8,12,No,No,No,No,630,46.1,13.6,0.4,0.02,0,0,0.02,0,0.03,0.94
98,58.3,Radford High,https://www.sd.com/go/VA/schools/0318001345/school.aspx,Radford City Public Schools,https://www.sd.com/go/VA/district/03180/search.aspx,50 Dalton Dr,Radford,https://www.sd.com/go/VA/city/Radford/search.aspx,24141,Radford city,(540) 731-3649,9,12,No,No,No,No,509,40.2,12.6,0.33,0.09,0,0.01,0.04,0,0.08,0.79
99,58.1,Floyd Kellam High,https://www.sd.com/go/VA/schools/0384001685/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,2665 West Neck Road,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23456,Virginia Beach city,(757) 648-5100,9,12,No,No,No,No,1973,124.7,15.8,0.1,0.05,0,0.03,0.06,0.01,0.06,0.79
100,57.7,Franklin Military Academy,https://www.sd.com/go/VA/schools/0324002214/school.aspx,Richmond City Public Schools,https://www.sd.com/go/VA/district/03240/search.aspx,701 North 37th Street,Richmond,https://www.sd.com/go/VA/city/Richmond/search.aspx,23223,Richmond city,(804) 780-4968,6,12,Yes,No,No,No,379,34.5,10.9,0.99,0.91,0,0,0.06,0,0.02,0.01
101,57.5,North Stafford High,https://www.sd.com/go/VA/schools/0366001979/school.aspx,Stafford County Public Schools,https://www.sd.com/go/VA/district/03660/search.aspx,839 Garrisonville Rd,Stafford,https://www.sd.com/go/VA/city/Stafford/search.aspx,22556,Stafford County,(540) 658-6150,9,12,No,No,No,No,1692,120.9,13.9,0.35,0.25,0,0.03,0.29,0,0.07,0.35
102,57.3,Dan River High,https://www.sd.com/go/VA/schools/0294001214/school.aspx,Pittsylvania County Public Schools,https://www.sd.com/go/VA/district/02940/search.aspx,100 Dan River Wildcat Cir,Ringgold,https://www.sd.com/go/VA/city/Ringgold/search.aspx,24586,Pittsylvania County,(434) 822-7081,9,12,No,No,No,No,727,46.1,15.7,0.56,0.29,0,0,0.04,0,0.03,0.64
103,57.1,Council High,https://www.sd.com/go/VA/schools/0051000193/school.aspx,Buchanan County Public Schools,https://www.sd.com/go/VA/district/00510/search.aspx,7802 Helen Henderson Hwy,Honaker,https://www.sd.com/go/VA/city/Honaker/search.aspx,24620,Buchanan County,(276) 859-2627,8,12,No,No,No,No,131,12.2,10.7,0.8,0,0,0,0,0,0,1
104,56.9,Nansemond River High,https://www.sd.com/go/VA/schools/0371002218/school.aspx,Suffolk City Public Schools,https://www.sd.com/go/VA/district/03710/search.aspx,3301 Nansemond Pkwy,Suffolk,https://www.sd.com/go/VA/city/Suffolk/search.aspx,23435,Suffolk city,(757) 923-4101,9,12,No,No,Yes,No,1569,100.3,15.6,0.28,0.5,0,0.03,0.06,0,0.05,0.36
105,56.8,Bruton High,https://www.sd.com/go/VA/schools/0415001812/school.aspx,York County Public Schools,https://www.sd.com/go/VA/district/04150/search.aspx,185 East Rochambeau Dr,Williamsburg,https://www.sd.com/go/VA/city/Williamsburg/search.aspx,23188,James City County,(757) 220-4050,9,12,No,No,Yes,No,551,51.2,10.7,0.26,0.19,0,0.04,0.1,0.01,0.09,0.57
106,56.8,Tunstall High,https://www.sd.com/go/VA/schools/0294001227/school.aspx,Pittsylvania County Public Schools,https://www.sd.com/go/VA/district/02940/search.aspx,100 Trojan Cir,Dry Fork,https://www.sd.com/go/VA/city/Dry+Fork/search.aspx,24549,Pittsylvania County,(434) 724-7111,9,12,No,No,No,No,889,57.7,15.3,0.41,0.13,0,0.01,0.06,0,0.02,0.78
107,56.8,Warhill High,https://www.sd.com/go/VA/schools/0402002658/school.aspx,Williamsburg-James City Public Schools,https://www.sd.com/go/VA/district/04020/search.aspx,4615 Opportunity Way,Williamsburg,https://www.sd.com/go/VA/city/Williamsburg/search.aspx,23188,James City County,(757) 565-4615,9,12,No,No,No,No,1394,82.3,16.9,0.27,0.2,0,0.03,0.1,0,0.08,0.59
108,56.7,Deep Creek High,https://www.sd.com/go/VA/schools/0081001832/school.aspx,Chesapeake City Public Schools,https://www.sd.com/go/VA/district/00810/search.aspx,2900 Margaret Booker Dr,Chesapeake,https://www.sd.com/go/VA/city/Chesapeake/search.aspx,23323,Chesapeake city,(757) 558-5302,9,12,No,No,Yes,No,1613,111.4,14.4,0.43,0.39,0,0.03,0.11,0,0.07,0.4
109,56.7,Patrick Henry High,https://www.sd.com/go/VA/schools/0390001749/school.aspx,Washington County Public Schools,https://www.sd.com/go/VA/district/03900/search.aspx,31437 Hillman Hwy,Glade Spring,https://www.sd.com/go/VA/city/Glade+Spring/search.aspx,24340,Washington County,(276) 739-3700,9,12,No,No,No,No,430,30.3,14.1,0.5,0.01,0,0,0.04,0,0.02,0.93
110,56.6,William Byrd High,https://www.sd.com/go/VA/schools/0333001476/school.aspx,Roanoke County Public Schools,https://www.sd.com/go/VA/district/03330/search.aspx,2902 Washington Ave,Vinton,https://www.sd.com/go/VA/city/Vinton/search.aspx,24179,Roanoke County,(540) 890-3090,9,12,No,No,No,No,1070,85.7,12.4,0.29,0.05,0,0.02,0.02,0,0.04,0.86
111,56.6,J.I. Burton High,https://www.sd.com/go/VA/schools/0276001162/school.aspx,Norton City Public Schools,https://www.sd.com/go/VA/district/02760/search.aspx,109 11th St,Norton,https://www.sd.com/go/VA/city/Norton/search.aspx,24273,Norton city,(276) 679-2554,8,12,No,No,No,No,308,21.6,14.2,0.84,0.08,0,0.01,0.03,0,0.06,0.83
112,56.6,Page County High,https://www.sd.com/go/VA/schools/0285001181/school.aspx,Page County Public Schools,https://www.sd.com/go/VA/district/02850/search.aspx,184 Panther Drive,Shenandoah,https://www.sd.com/go/VA/city/Shenandoah/search.aspx,22849,Page County,(540) 652-8712,9,12,No,No,No,No,587,45.9,12.7,0.49,0.01,0,0,0.05,0,0.01,0.93
113,56.5,John S. Battle High,https://www.sd.com/go/VA/schools/0390001746/school.aspx,Washington County Public Schools,https://www.sd.com/go/VA/district/03900/search.aspx,21264 Battle Hill Dr,Bristol,https://www.sd.com/go/VA/city/Bristol/search.aspx,24202,Washington County,(276) 642-5300,9,12,No,No,No,No,622,38.3,16.2,0.37,0,0,0.01,0.02,0,0.01,0.96
114,56.3,Brookville High,https://www.sd.com/go/VA/schools/0060000223/school.aspx,Campbell County Public Schools,https://www.sd.com/go/VA/district/00600/search.aspx,100 Laxton Rd,Lynchburg,https://www.sd.com/go/VA/city/Lynchburg/search.aspx,24502,Lynchburg city,(434) 239-2636,9,12,No,No,No,No,997,63.9,15.5,0.27,0.11,0,0.02,0.04,0,0.05,0.77
115,56.1,Chilhowie High,https://www.sd.com/go/VA/schools/0352001558/school.aspx,Smyth County Public Schools,https://www.sd.com/go/VA/district/03520/search.aspx,1160 Lee Hwy,Chilhowie,https://www.sd.com/go/VA/city/Chilhowie/search.aspx,24319,Smyth County,(276) 646-8966,9,12,No,No,No,No,414,29.4,14,0.48,0.01,0,0,0.05,0,0,0.94
116,56,East Rockingham High,https://www.sd.com/go/VA/schools/0339002803/school.aspx,Rockingham County Public Schools,https://www.sd.com/go/VA/district/03390/search.aspx,250 Eagle Rock Road,Elkton,https://www.sd.com/go/VA/city/Elkton/search.aspx,22827,Rockingham County,(540) 298-7450,9,12,No,No,No,No,711,50.6,14,0.35,0.03,0,0.01,0.07,0,0.05,0.84
117,56,Northside High,https://www.sd.com/go/VA/schools/0333001465/school.aspx,Roanoke County Public Schools,https://www.sd.com/go/VA/district/03330/search.aspx,6758 Northside High School Rd,Roanoke,https://www.sd.com/go/VA/city/Roanoke/search.aspx,24019,Roanoke County,(540) 561-8155,9,12,No,No,No,No,933,63.7,14.6,0.33,0.15,0,0.06,0.08,0,0.07,0.64
118,55.8,Kempsville High,https://www.sd.com/go/VA/schools/0384001694/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,5194 Chief Trail,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23464,Virginia Beach city,(757) 648-5450,9,12,No,No,No,No,1694,113.2,14.9,0.36,0.25,0.01,0.02,0.12,0,0.07,0.52
119,55.6,Fairfax High,https://www.sd.com/go/VA/schools/0126000463/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,3501 Rebel Run,Fairfax,https://www.sd.com/go/VA/city/Fairfax/search.aspx,22030,Fairfax city,(703) 219-2200,9,12,No,No,No,No,2325,145.5,15.9,0.22,0.09,0,0.23,0.24,0,0.05,0.38
120,55.6,Brentsville District High,https://www.sd.com/go/VA/schools/0313001288/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,12109 Aden Rd,Nokesville,https://www.sd.com/go/VA/city/Nokesville/search.aspx,20181,Prince William County,(703) 594-2161,9,12,No,No,Yes,No,1019,69.7,14.6,0.12,0.05,0,0.03,0.13,0,0.06,0.73
121,55.5,Gate City High,https://www.sd.com/go/VA/schools/0348001532/school.aspx,Scott County Public Schools,https://www.sd.com/go/VA/district/03480/search.aspx,178 Harry Fry Dr.,Gate City,https://www.sd.com/go/VA/city/Gate+City/search.aspx,24251,Scott County,(276) 386-7522,9,12,No,No,No,No,654,35.6,18.3,0.5,0.01,0,0.01,0.02,0,0.01,0.95
122,55.5,Freeman High,https://www.sd.com/go/VA/schools/0189000795/school.aspx,Henrico County Public Schools,https://www.sd.com/go/VA/district/01890/search.aspx,8701 Three Chopt Rd,Richmond,https://www.sd.com/go/VA/city/Richmond/search.aspx,23229,Henrico County,(804) 673-3700,9,12,No,No,Yes,No,1836,95.7,19.1,0.31,0.12,0,0.07,0.12,0,0.04,0.64
123,55.4,Centreville High,https://www.sd.com/go/VA/schools/0126002114/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,6001 Union Mill Rd,Clifton,https://www.sd.com/go/VA/city/Clifton/search.aspx,20124,Fairfax County,(703) 802-5400,9,12,No,No,No,No,2614,159.9,16.3,0.26,0.09,0,0.33,0.2,0,0.05,0.33
124,55.1,Auburn High,https://www.sd.com/go/VA/schools/0252001013/school.aspx,Montgomery County Public Schools,https://www.sd.com/go/VA/district/02520/search.aspx,1650 Auburn School Dr,Riner,https://www.sd.com/go/VA/city/Riner/search.aspx,24149,Montgomery County,(540) 382-5160,9,12,No,No,No,No,414,31,13.3,0.29,0.01,0.01,0,0.03,0,0.01,0.94
125,55.1,Lee Davis High,https://www.sd.com/go/VA/schools/0183000772/school.aspx,Hanover County Public Schools,https://www.sd.com/go/VA/district/01830/search.aspx,7052 Mechanicsville Pike,Mechanicsville,https://www.sd.com/go/VA/city/Mechanicsville/search.aspx,23111,Hanover County,(804) 723-2200,9,12,No,No,No,No,1478,100.8,14.6,0.2,0.1,0,0.02,0.05,0,0.04,0.8
126,55,Fluvanna County High,https://www.sd.com/go/VA/schools/0138000625/school.aspx,Fluvanna County Public Schools,https://www.sd.com/go/VA/district/01380/search.aspx,1918 Thomas Jefferson Parkway,Palmyra,https://www.sd.com/go/VA/city/Palmyra/search.aspx,22963,Fluvanna County,(434) 589-3666,8,12,No,No,No,No,1464,93.5,15.6,0.28,0.15,0,0.01,0.06,0,0.06,0.73
127,54.8,Prince George High,https://www.sd.com/go/VA/schools/0309001280/school.aspx,Prince George County Public Schools,https://www.sd.com/go/VA/district/03090/search.aspx,7801 Laurel Spring Rd,Prince George,https://www.sd.com/go/VA/city/Prince+George/search.aspx,23875,Prince George County,(804) 733-2720,9,12,No,No,No,No,1819,124.9,14.5,0.23,0.31,0,0.01,0.11,0.01,0.05,0.51
128,54.4,Landstown High,https://www.sd.com/go/VA/schools/0384002323/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,2001 Concert Dr.,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23456,Virginia Beach city,(757) 648-5500,9,12,No,No,Yes,No,2211,136.9,16.1,0.34,0.28,0,0.13,0.11,0.01,0.1,0.38
129,54.1,King William High,https://www.sd.com/go/VA/schools/0212000886/school.aspx,King William County Public Schools,https://www.sd.com/go/VA/district/02120/search.aspx,80 Cavalier Drive,King William,https://www.sd.com/go/VA/city/King+William/search.aspx,23086,King William County,(804) 769-3434,9,12,No,No,No,No,722,45.8,15.7,0.29,0.18,0.03,0.01,0.03,0,0.03,0.73
130,54,Monacan High,https://www.sd.com/go/VA/schools/0084001833/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,11501 Smoketree Dr.,Richmond,https://www.sd.com/go/VA/city/Richmond/search.aspx,23236,Chesterfield County,(804) 378-2480,9,12,No,No,Yes,No,1516,93.9,16.1,0.26,0.28,0,0.04,0.1,0,0.04,0.54
131,54,Amelia County High,https://www.sd.com/go/VA/schools/0018001828/school.aspx,Amelia County Public Schools,https://www.sd.com/go/VA/district/00180/search.aspx,8500 Otterburn Rd,Amelia Court House,https://www.sd.com/go/VA/city/Amelia+Court+House/search.aspx,23002,Amelia County,(804) 561-2101,9,12,No,No,No,No,527,33.9,15.5,0.44,0.24,0,0,0.06,0,0.04,0.65
132,53.7,Holston High,https://www.sd.com/go/VA/schools/0390001745/school.aspx,Washington County Public Schools,https://www.sd.com/go/VA/district/03900/search.aspx,21308 Monroe Rd,Damascus,https://www.sd.com/go/VA/city/Damascus/search.aspx,24236,Washington County,(276) 739-4000,9,12,No,No,No,No,285,23.9,11.8,0.58,0,0,0,0.03,0,0.02,0.95
133,53.7,Rye Cove High,https://www.sd.com/go/VA/schools/0348001536/school.aspx,Scott County Public Schools,https://www.sd.com/go/VA/district/03480/search.aspx,164 Eagles Nest Lane,Duffield,https://www.sd.com/go/VA/city/Duffield/search.aspx,24244,Scott County,(276) 940-2701,8,12,No,No,No,No,245,21.5,11.3,0.58,0,0,0,0.02,0,0,0.97
134,53.6,Forest Park High,https://www.sd.com/go/VA/schools/0313002542/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,15721 Forest Park Drive,Woodbridge,https://www.sd.com/go/VA/city/Woodbridge/search.aspx,22193,Prince William County,(703) 583-3200,9,12,No,No,Yes,No,2229,131.9,16.8,0.29,0.28,0,0.09,0.22,0,0.07,0.34
135,53.6,Tallwood High,https://www.sd.com/go/VA/schools/0384000434/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,1668 Kempsville Rd,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23464,Virginia Beach city,(757) 648-5700,9,12,No,No,No,No,1889,124.7,15.1,0.37,0.33,0,0.08,0.1,0.01,0.11,0.38
136,53.6,Indian River High,https://www.sd.com/go/VA/schools/0081000299/school.aspx,Chesapeake City Public Schools,https://www.sd.com/go/VA/district/00810/search.aspx,1969 Braves Trl,Chesapeake,https://www.sd.com/go/VA/city/Chesapeake/search.aspx,23325,Chesapeake city,(757) 578-7000,9,12,No,No,No,No,1706,112.1,15.2,0.43,0.5,0.01,0.03,0.09,0,0.07,0.31
137,53.6,Clover Hill High,https://www.sd.com/go/VA/schools/0084000324/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,13301 Kelly Green Lane,Midlothian,https://www.sd.com/go/VA/city/Midlothian/search.aspx,23112,Chesterfield County,(804) 739-6230,9,12,No,No,No,No,1824,115.3,15.8,0.23,0.21,0.01,0.06,0.1,0,0.06,0.56
138,53.5,South Lakes High,https://www.sd.com/go/VA/schools/0126000566/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,11400 South Lakes Dr,Reston,https://www.sd.com/go/VA/city/Reston/search.aspx,20191,Fairfax County,(703) 715-4500,9,12,No,No,No,No,2512,186.7,13.4,0.27,0.13,0,0.11,0.25,0,0.07,0.44
139,53.4,Lee High,https://www.sd.com/go/VA/schools/0219002152/school.aspx,Lee County Public Schools,https://www.sd.com/go/VA/district/02190/search.aspx,200 Generals Lane,Jonesville,https://www.sd.com/go/VA/city/Jonesville/search.aspx,24263,Lee County,(276) 346-0173,8,12,No,No,No,No,857,73.3,11.6,0.94,0.01,0,0,0.01,0,0.01,0.97
140,53.2,Charlottesville High,https://www.sd.com/go/VA/schools/0078000273/school.aspx,Charlottesville City Public Schools,https://www.sd.com/go/VA/district/00780/search.aspx,1400 Melbourne Road,Charlottesville,https://www.sd.com/go/VA/city/Charlottesville/search.aspx,22901,Albemarle County,(434) 245-2410,9,12,No,No,No,No,1196,97.3,12.2,0.43,0.29,0,0.06,0.12,0,0.07,0.46
141,53.2,King's Fork High,https://www.sd.com/go/VA/schools/0371002426/school.aspx,Suffolk City Public Schools,https://www.sd.com/go/VA/district/03710/search.aspx,351 Kings Fork Road,Suffolk,https://www.sd.com/go/VA/city/Suffolk/search.aspx,23434,Suffolk city,(757) 923-5240,9,12,No,No,No,No,1494,104.4,14.2,0.46,0.62,0,0.02,0.05,0,0.05,0.26
